Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportCalls,LatePayments,DataUsageGB,Churn
28.0,818.0,22904.0,One year,Fiber,UPI,2.0,0.0,6.44,0
6.0,758.0,4548.0,Two year,Fiber,UPI,2.0,0.0,20.56,0
17.0,901.0,15317.0,Month-to-month,DSL,Credit Card,2.0,1.0,4.96,1
,,,,,,,,,1
16.0,697.0,11152.0,Month-to-month,DSL,Net Banking,2.0,0.0,21.99,0
20.0,961.0,19220.0,One year,Fiber,Net Banking,2.0,1.0,26.08,0
8.0,520.0,4160.0,Two year,DSL,UPI,0.0,1.0,7.97,0
52.0,519.0,26988.0,One year,Fiber,Net Banking,2.0,0.0,2.11,0
47.0,683.0,32101.0,Month-to-month,Fiber,Credit Card,4.0,0.0,7.96,1
18.0,543.0,9774.0,Month-to-month,DSL,Debit Card,1.0,1.0,4.44,1
24.0,883.0,21192.0,Month-to-month,DSL,Credit Card,3.0,2.0,14.85,1
26.0,481.0,12506.0,One year,DSL,Net Banking,5.0,0.0,4.97,0
2.0,892.0,1784.0,One year,DSL,Debit Card,4.0,0.0,19.77,1
9.0,689.0,6201.0,Month-to-month,DSL,Credit Card,3.0,0.0,21.23,0
14.0,687.0,9618.0,Month-to-month,DSL,Net Banking,0.0,3.0,28.76,1
28.0,900.0,25200.0,One year,Fiber,Credit Card,2.0,1.0,7.74,0
9.0,432.0,3888.0,Month-to-month,Fiber,Credit Card,1.0,3.0,20.53,1
,,,,,,,,,1
56.0,478.0,26768.0,Two year,Fiber,Debit Card,6.0,3.0,19.33,0
19.0,858.0,16302.0,Month-to-month,DSL,Credit Card,1.0,3.0,1.2,1
18.0,522.0,9396.0,One year,DSL,UPI,7.0,2.0,24.53,0
58.0,603.0,34974.0,Two year,DSL,UPI,1.0,2.0,21.14,0
10.0,506.0,5060.0,One year,Fiber,Debit Card,2.0,3.0,27.89,0
7.0,951.0,6657.0,Month-to-month,Fiber,Debit Card,2.0,1.0,28.57,0
,,,,,,,,,0
39.0,955.0,37245.0,Month-to-month,Fiber,Credit Card,4.0,0.0,1.13,1
47.0,498.0,23406.0,Month-to-month,DSL,Credit Card,3.0,4.0,21.92,1
19.0,871.0,16549.0,Month-to-month,Fiber,UPI,3.0,1.0,4.82,1
10.0,696.0,6960.0,Two year,Fiber,Credit Card,0.0,2.0,14.43,0
5.0,790.0,3950.0,One year,Fiber,Net Banking,3.0,2.0,6.96,1
10.0,684.0,6840.0,Month-to-month,DSL,Debit Card,4.0,1.0,21.72,1
23.0,482.0,11086.0,Month-to-month,Fiber,Credit Card,4.0,3.0,18.67,1
17.0,449.0,7633.0,One year,DSL,Credit Card,2.0,2.0,24.05,0
22.0,838.0,18436.0,One year,Fiber,Net Banking,2.0,0.0,5.07,0
46.0,569.0,26174.0,Month-to-month,Fiber,Credit Card,3.0,3.0,20.34,1
53.0,488.0,25864.0,Month-to-month,Fiber,Credit Card,2.0,2.0,20.04,1
53.0,637.0,33761.0,Month-to-month,Fiber,Credit Card,2.0,0.0,3.44,1
41.0,631.0,25871.0,One year,DSL,Net Banking,1.0,0.0,17.04,0
11.0,751.0,8261.0,Month-to-month,Fiber,UPI,2.0,1.0,16.83,0
29.0,637.0,18473.0,Month-to-month,DSL,Net Banking,1.0,0.0,4.27,1
13.0,596.0,7748.0,Month-to-month,Fiber,Debit Card,2.0,3.0,23.62,1
27.0,516.0,13932.0,Month-to-month,DSL,Credit Card,5.0,1.0,29.21,1
19.0,443.0,8417.0,Month-to-month,Fiber,Credit Card,1.0,1.0,7.61,0
33.0,626.0,20658.0,One year,DSL,UPI,2.0,0.0,19.41,0
31.0,694.0,21514.0,Month-to-month,Fiber,Net Banking,2.0,1.0,2.28,1
,,,,,,,,,1
20.0,524.0,10480.0,Month-to-month,Fiber,Debit Card,5.0,1.0,22.04,1
29.0,402.0,11658.0,One year,Fiber,UPI,2.0,1.0,16.71,0
14.0,779.0,10906.0,One year,Fiber,Credit Card,3.0,0.0,18.46,0
28.0,815.0,22820.0,Month-to-month,DSL,Credit Card,4.0,2.0,6.56,1
2.0,594.0,1188.0,Month-to-month,DSL,Debit Card,2.0,0.0,25.17,1
6.0,759.0,4554.0,Month-to-month,Fiber,Net Banking,2.0,0.0,17.43,0
1.0,966.0,966.0,One year,Fiber,Net Banking,1.0,0.0,7.97,0
52.0,439.0,22828.0,Month-to-month,Fiber,UPI,3.0,0.0,27.06,0
28.0,957.0,26796.0,Month-to-month,Fiber,UPI,4.0,2.0,11.98,1
33.0,816.0,26928.0,Month-to-month,DSL,Credit Card,4.0,1.0,12.25,1
14.0,537.0,7518.0,Month-to-month,Fiber,Credit Card,1.0,2.0,18.82,1
37.0,434.0,16058.0,Month-to-month,Fiber,Credit Card,6.0,0.0,16.48,1
37.0,901.0,33337.0,One year,DSL,Net Banking,3.0,1.0,14.69,0
29.0,884.0,25636.0,One year,Fiber,Net Banking,2.0,0.0,1.56,0
21.0,688.0,14448.0,Month-to-month,Fiber,Net Banking,3.0,0.0,12.85,0
47.0,596.0,28012.0,Month-to-month,Fiber,Net Banking,0.0,3.0,23.59,1
14.0,714.0,9996.0,Month-to-month,Fiber,Net Banking,2.0,2.0,12.11,1
16.0,737.0,11792.0,Month-to-month,Fiber,Net Banking,3.0,3.0,23.75,1
47.0,667.0,31349.0,One year,DSL,Debit Card,3.0,2.0,22.13,0
12.0,967.0,11604.0,Month-to-month,DSL,Net Banking,4.0,2.0,2.68,1
35.0,615.0,21525.0,Month-to-month,Fiber,Credit Card,5.0,2.0,13.67,1
10.0,623.0,6230.0,Month-to-month,DSL,Credit Card,3.0,0.0,8.57,0
45.0,796.0,35820.0,Month-to-month,DSL,Debit Card,2.0,0.0,3.66,1
28.0,846.0,23688.0,Two year,DSL,UPI,4.0,2.0,3.73,1
24.0,647.0,15528.0,Two year,DSL,UPI,3.0,0.0,21.42,0
29.0,814.0,23606.0,Two year,Fiber,UPI,1.0,0.0,23.71,0
28.0,816.0,22848.0,One year,Fiber,UPI,2.0,2.0,7.15,0
,,,,,,,,,1
4.0,981.0,3924.0,Two year,DSL,Debit Card,1.0,2.0,5.43,1
51.0,498.0,25398.0,One year,DSL,Credit Card,4.0,0.0,29.17,0
45.0,404.0,18180.0,One year,Fiber,Debit Card,2.0,1.0,6.22,0
39.0,587.0,22893.0,Month-to-month,Fiber,Debit Card,2.0,0.0,22.93,0
37.0,517.0,19129.0,Month-to-month,DSL,UPI,4.0,1.0,4.08,1
50.0,975.0,48750.0,Month-to-month,Fiber,Credit Card,4.0,0.0,29.67,1
19.0,618.0,11742.0,Two year,DSL,Debit Card,1.0,3.0,15.72,0
20.0,637.0,12740.0,Two year,DSL,Debit Card,0.0,1.0,12.3,0
12.0,757.0,9084.0,Month-to-month,DSL,Credit Card,1.0,0.0,19.3,0
53.0,894.0,47382.0,Two year,Fiber,UPI,2.0,0.0,29.89,0
3.0,806.0,2418.0,One year,DSL,Net Banking,2.0,1.0,2.84,1
18.0,660.0,11880.0,Month-to-month,Fiber,Net Banking,0.0,1.0,13.14,0
16.0,509.0,8144.0,Month-to-month,Fiber,Debit Card,0.0,1.0,23.24,0
22.0,922.0,20284.0,Month-to-month,DSL,Credit Card,4.0,2.0,27.25,1
16.0,739.0,11824.0,Month-to-month,Fiber,UPI,4.0,0.0,26.19,1
25.0,507.0,12675.0,Month-to-month,Fiber,Credit Card,3.0,3.0,23.44,1
34.0,777.0,26418.0,Month-to-month,Fiber,Credit Card,4.0,0.0,2.44,1
1.0,587.0,587.0,One year,Fiber,UPI,2.0,1.0,10.28,0
32.0,842.0,26944.0,Month-to-month,DSL,Net Banking,2.0,3.0,24.0,1
48.0,852.0,40896.0,Two year,Fiber,Credit Card,0.0,0.0,2.93,0
35.0,499.0,17465.0,Month-to-month,Fiber,UPI,3.0,0.0,1.85,1
2.0,915.0,1830.0,Month-to-month,DSL,Debit Card,1.0,1.0,5.18,1
,,,,,,,,,0
37.0,834.0,30858.0,Two year,Fiber,Net Banking,2.0,1.0,14.54,0
39.0,833.0,32487.0,Month-to-month,DSL,Net Banking,2.0,1.0,21.37,0
8.0,959.0,7672.0,Two year,DSL,Debit Card,1.0,1.0,26.83,0
40.0,955.0,38200.0,Month-to-month,DSL,UPI,3.0,0.0,1.13,1
3.0,521.0,1563.0,Month-to-month,DSL,UPI,1.0,0.0,20.64,1
13.0,628.0,8164.0,One year,Fiber,Credit Card,3.0,2.0,21.02,0
37.0,866.0,32042.0,One year,DSL,Debit Card,2.0,2.0,14.5,0
46.0,414.0,19044.0,Month-to-month,Fiber,Credit Card,3.0,0.0,23.9,0
1.0,850.0,850.0,Month-to-month,Fiber,Debit Card,3.0,0.0,3.51,1
40.0,940.0,37600.0,Month-to-month,DSL,Credit Card,1.0,2.0,20.12,1
2.0,739.0,1478.0,Month-to-month,Fiber,Credit Card,3.0,1.0,28.88,1
22.0,960.0,21120.0,Two year,DSL,Net Banking,2.0,0.0,7.72,0
7.0,704.0,4928.0,Month-to-month,Fiber,UPI,1.0,0.0,2.76,1
6.0,685.0,4110.0,Month-to-month,DSL,Credit Card,2.0,0.0,21.0,0
55.0,673.0,37015.0,Month-to-month,Fiber,Net Banking,2.0,0.0,2.75,1
42.0,649.0,27258.0,Month-to-month,Fiber,Debit Card,3.0,2.0,5.61,1
55.0,639.0,35145.0,Month-to-month,Fiber,UPI,0.0,1.0,4.93,1
48.0,826.0,39648.0,Two year,Fiber,Credit Card,1.0,0.0,17.52,0
19.0,769.0,14611.0,Month-to-month,DSL,Debit Card,2.0,2.0,21.31,1
29.0,654.0,18966.0,Month-to-month,Fiber,Credit Card,2.0,1.0,3.85,1
26.0,880.0,22880.0,Two year,DSL,Debit Card,1.0,0.0,26.02,0
11.0,989.0,10879.0,One year,DSL,Net Banking,0.0,0.0,28.41,0
41.0,752.0,30832.0,Month-to-month,Fiber,Credit Card,0.0,2.0,20.04,1
24.0,406.0,9744.0,One year,Fiber,Credit Card,3.0,0.0,15.33,0
37.0,446.0,16502.0,Two year,Fiber,Net Banking,4.0,1.0,5.46,0
24.0,522.0,12528.0,Two year,Fiber,Debit Card,3.0,1.0,14.54,0
18.0,630.0,11340.0,One year,Fiber,Debit Card,5.0,0.0,7.11,0
2.0,696.0,1392.0,One year,Fiber,Credit Card,5.0,2.0,26.43,1
32.0,889.0,28448.0,Month-to-month,Fiber,Credit Card,1.0,2.0,15.04,1
3.0,915.0,2745.0,Month-to-month,Fiber,UPI,2.0,2.0,23.96,1
44.0,646.0,28424.0,Month-to-month,DSL,Debit Card,0.0,4.0,10.86,1
5.0,989.0,4945.0,Month-to-month,DSL,Credit Card,4.0,1.0,29.63,1
58.0,973.0,56434.0,Month-to-month,DSL,UPI,2.0,1.0,17.94,0
29.0,952.0,27608.0,One year,Fiber,Net Banking,2.0,5.0,15.25,0
25.0,762.0,19050.0,Month-to-month,Fiber,Net Banking,1.0,0.0,2.75,1
48.0,681.0,32688.0,One year,Fiber,Credit Card,2.0,0.0,9.09,0
3.0,718.0,2154.0,One year,Fiber,Debit Card,3.0,0.0,7.71,0
50.0,910.0,45500.0,Two year,DSL,UPI,1.0,0.0,24.12,0
15.0,576.0,8640.0,Month-to-month,DSL,Net Banking,4.0,1.0,29.42,1
12.0,847.0,10164.0,Month-to-month,DSL,Net Banking,0.0,0.0,17.54,0
50.0,551.0,27550.0,Month-to-month,Fiber,Net Banking,4.0,1.0,25.32,1
4.0,444.0,1776.0,Month-to-month,Fiber,UPI,1.0,1.0,7.76,1
35.0,572.0,20020.0,Month-to-month,Fiber,Net Banking,1.0,4.0,12.5,1
,,,,,,,,,1
33.0,581.0,19173.0,Month-to-month,DSL,UPI,4.0,1.0,14.48,1
55.0,772.0,42460.0,One year,Fiber,Debit Card,1.0,1.0,3.25,0
38.0,902.0,34276.0,One year,Fiber,Credit Card,1.0,0.0,3.62,0
,,,,,,,,,1
2.0,706.0,1412.0,Month-to-month,DSL,Debit Card,2.0,2.0,26.77,1
3.0,961.0,2883.0,Month-to-month,Fiber,Debit Card,3.0,0.0,23.02,1
48.0,655.0,31440.0,Month-to-month,Fiber,Debit Card,3.0,0.0,1.39,1
45.0,986.0,44370.0,Two year,DSL,Credit Card,6.0,2.0,22.57,0
22.0,721.0,15862.0,Month-to-month,Fiber,Net Banking,2.0,1.0,22.12,0
21.0,580.0,12180.0,Two year,DSL,Net Banking,1.0,3.0,24.99,0
53.0,706.0,37418.0,Month-to-month,Fiber,Credit Card,2.0,2.0,2.77,1
57.0,751.0,42807.0,Month-to-month,DSL,Debit Card,2.0,1.0,6.37,0
9.0,841.0,7569.0,One year,Fiber,Net Banking,1.0,1.0,2.9,0
6.0,728.0,4368.0,Month-to-month,Fiber,Credit Card,3.0,2.0,8.28,1
4.0,970.0,3880.0,One year,DSL,Debit Card,1.0,2.0,3.1,1
48.0,471.0,22608.0,Month-to-month,Fiber,Credit Card,2.0,0.0,11.58,0
,,,,,,,,,0
43.0,833.0,35819.0,One year,DSL,UPI,0.0,2.0,1.2,0
1.0,593.0,593.0,One year,Fiber,Credit Card,2.0,0.0,6.05,0
58.0,900.0,52200.0,Two year,DSL,UPI,2.0,1.0,12.08,0
37.0,693.0,25641.0,Month-to-month,DSL,Credit Card,9.0,0.0,20.12,1
54.0,771.0,41634.0,Month-to-month,DSL,Debit Card,1.0,3.0,23.93,1
28.0,604.0,16912.0,Two year,Fiber,Debit Card,4.0,0.0,1.15,0
16.0,770.0,12320.0,Two year,DSL,Net Banking,1.0,1.0,19.11,0
5.0,450.0,2250.0,One year,DSL,Debit Card,4.0,0.0,26.39,1
49.0,864.0,42336.0,Month-to-month,DSL,Debit Card,3.0,1.0,2.58,1
,,,,,,,,,1
45.0,523.0,23535.0,Month-to-month,Fiber,Debit Card,6.0,2.0,23.12,1
51.0,779.0,39729.0,Month-to-month,DSL,Net Banking,1.0,1.0,18.53,0
47.0,695.0,32665.0,Month-to-month,Fiber,Debit Card,2.0,0.0,8.36,0
34.0,578.0,19652.0,One year,Fiber,UPI,2.0,2.0,24.09,0
50.0,639.0,31950.0,Month-to-month,Fiber,Net Banking,1.0,1.0,3.83,1
30.0,662.0,19860.0,One year,DSL,UPI,3.0,2.0,29.07,0
16.0,940.0,15040.0,Month-to-month,DSL,UPI,3.0,0.0,25.76,0
,,,,,,,,,1
39.0,664.0,25896.0,Two year,DSL,UPI,0.0,2.0,17.16,0
53.0,452.0,23956.0,Month-to-month,Fiber,Net Banking,2.0,1.0,18.92,0
21.0,416.0,8736.0,Month-to-month,Fiber,Debit Card,2.0,1.0,24.04,0
32.0,983.0,31456.0,Month-to-month,Fiber,Debit Card,1.0,2.0,4.44,1
9.0,740.0,6660.0,Month-to-month,DSL,UPI,5.0,1.0,10.97,1
23.0,794.0,18262.0,Month-to-month,Fiber,Net Banking,4.0,1.0,29.38,1
59.0,635.0,37465.0,Month-to-month,Fiber,UPI,1.0,2.0,12.52,1
36.0,422.0,15192.0,Month-to-month,DSL,Net Banking,2.0,2.0,18.59,1
7.0,412.0,2884.0,Month-to-month,Fiber,Net Banking,2.0,1.0,13.79,0
13.0,915.0,11895.0,Month-to-month,Fiber,Net Banking,4.0,2.0,20.21,1
12.0,908.0,10896.0,Month-to-month,DSL,Debit Card,1.0,0.0,4.21,1
22.0,763.0,16786.0,Month-to-month,Fiber,Credit Card,3.0,1.0,3.7,1
32.0,490.0,15680.0,One year,DSL,Net Banking,0.0,1.0,13.86,0
41.0,428.0,17548.0,Month-to-month,Fiber,Net Banking,4.0,2.0,17.67,1
18.0,605.0,10890.0,Two year,Fiber,Credit Card,4.0,0.0,29.22,0
23.0,767.0,17641.0,Month-to-month,Fiber,UPI,2.0,1.0,2.06,1
59.0,638.0,37642.0,Month-to-month,DSL,UPI,2.0,1.0,19.03,0
5.0,566.0,2830.0,One year,Fiber,Debit Card,1.0,0.0,6.2,0
47.0,479.0,22513.0,Month-to-month,Fiber,UPI,4.0,0.0,15.75,1
5.0,961.0,4805.0,Month-to-month,Fiber,UPI,2.0,0.0,27.29,1
50.0,981.0,49050.0,Month-to-month,Fiber,UPI,2.0,1.0,23.44,0
26.0,946.0,24596.0,Two year,DSL,UPI,3.0,0.0,9.46,0
4.0,576.0,2304.0,Month-to-month,Fiber,Credit Card,1.0,1.0,11.95,1
8.0,998.0,7984.0,Month-to-month,DSL,Debit Card,2.0,1.0,21.6,0
11.0,480.0,5280.0,Month-to-month,Fiber,UPI,2.0,1.0,18.12,0
43.0,627.0,26961.0,Two year,Fiber,UPI,4.0,0.0,12.01,0
47.0,657.0,30879.0,One year,Fiber,Net Banking,2.0,1.0,8.37,0
47.0,758.0,35626.0,Month-to-month,Fiber,UPI,1.0,3.0,9.31,1
56.0,998.0,55888.0,Two year,DSL,UPI,2.0,0.0,23.95,0
14.0,678.0,9492.0,Month-to-month,DSL,Credit Card,0.0,0.0,13.09,0
5.0,609.0,3045.0,Month-to-month,Fiber,Debit Card,1.0,0.0,14.89,1
13.0,491.0,6383.0,Month-to-month,Fiber,Net Banking,1.0,2.0,29.34,1
25.0,985.0,24625.0,One year,DSL,Credit Card,3.0,2.0,23.41,0
41.0,928.0,38048.0,Month-to-month,Fiber,Credit Card,2.0,2.0,12.51,1
26.0,533.0,13858.0,Month-to-month,DSL,Credit Card,0.0,2.0,18.18,1
47.0,718.0,33746.0,Two year,DSL,UPI,1.0,0.0,9.83,0
26.0,486.0,12636.0,Two year,Fiber,UPI,2.0,0.0,4.79,0
31.0,509.0,15779.0,Month-to-month,Fiber,Debit Card,0.0,1.0,13.88,0
8.0,411.0,3288.0,One year,DSL,UPI,2.0,2.0,12.39,0
34.0,808.0,27472.0,One year,DSL,Net Banking,1.0,1.0,8.98,0
28.0,809.0,22652.0,Month-to-month,Fiber,Debit Card,4.0,4.0,10.11,1
21.0,773.0,16233.0,Month-to-month,Fiber,UPI,1.0,0.0,24.25,0
24.0,968.0,23232.0,One year,DSL,Debit Card,1.0,0.0,16.6,0
15.0,973.0,14595.0,Month-to-month,Fiber,Debit Card,4.0,1.0,23.92,1
48.0,409.0,19632.0,One year,Fiber,Debit Card,4.0,0.0,13.89,0
44.0,455.0,20020.0,One year,DSL,Credit Card,1.0,1.0,14.87,0
25.0,590.0,14750.0,Month-to-month,DSL,Debit Card,1.0,2.0,1.06,1
41.0,681.0,27921.0,Month-to-month,Fiber,Credit Card,1.0,2.0,27.27,1
17.0,558.0,9486.0,One year,DSL,Net Banking,3.0,0.0,27.67,0
,,,,,,,,,1
4.0,400.0,1600.0,Month-to-month,Fiber,Net Banking,2.0,3.0,2.16,1
19.0,503.0,9557.0,Month-to-month,Fiber,Net Banking,2.0,0.0,2.21,1
58.0,889.0,51562.0,One year,DSL,UPI,1.0,0.0,15.62,0
52.0,656.0,34112.0,Month-to-month,DSL,UPI,0.0,0.0,21.42,0
48.0,985.0,47280.0,Month-to-month,DSL,UPI,2.0,4.0,12.01,1
38.0,788.0,29944.0,One year,Fiber,Debit Card,0.0,0.0,14.48,0
36.0,711.0,25596.0,One year,Fiber,Credit Card,2.0,1.0,11.08,0
,,,,,,,,,0
36.0,608.0,21888.0,One year,Fiber,Net Banking,1.0,3.0,8.43,0
21.0,444.0,9324.0,One year,DSL,Net Banking,3.0,0.0,20.33,0
53.0,869.0,46057.0,Two year,DSL,UPI,2.0,1.0,23.92,0
30.0,643.0,19290.0,Two year,Fiber,UPI,0.0,1.0,28.38,0
37.0,626.0,23162.0,Month-to-month,Fiber,Debit Card,1.0,3.0,2.7,1
,,,,,,,,,0
31.0,809.0,25079.0,Month-to-month,DSL,Credit Card,1.0,0.0,4.26,1
19.0,786.0,14934.0,Month-to-month,Fiber,Debit Card,0.0,2.0,1.75,1
1.0,514.0,514.0,One year,DSL,Net Banking,2.0,1.0,4.32,1
32.0,586.0,18752.0,Month-to-month,DSL,Debit Card,3.0,0.0,23.32,0
44.0,798.0,35112.0,Two year,DSL,Credit Card,0.0,2.0,28.36,0
14.0,463.0,6482.0,Month-to-month,Fiber,UPI,0.0,2.0,6.28,1
15.0,537.0,8055.0,Month-to-month,DSL,Net Banking,0.0,2.0,15.51,1
35.0,615.0,21525.0,One year,Fiber,Debit Card,4.0,2.0,3.8,1
38.0,707.0,26866.0,Month-to-month,Fiber,Debit Card,1.0,0.0,27.69,0
12.0,995.0,11940.0,Two year,Fiber,Credit Card,2.0,0.0,11.97,0
34.0,566.0,19244.0,One year,DSL,Credit Card,3.0,2.0,22.78,0
44.0,818.0,35992.0,Month-to-month,DSL,Net Banking,2.0,3.0,13.66,1
55.0,928.0,51040.0,Two year,DSL,UPI,1.0,0.0,28.75,0
7.0,593.0,4151.0,Two year,Fiber,Credit Card,3.0,1.0,17.62,0
5.0,418.0,2090.0,One year,Fiber,Debit Card,1.0,3.0,7.74,1
53.0,840.0,44520.0,Month-to-month,Fiber,Debit Card,1.0,2.0,6.89,1
37.0,593.0,21941.0,Month-to-month,DSL,Net Banking,2.0,2.0,28.19,1
38.0,758.0,28804.0,Month-to-month,Fiber,Credit Card,1.0,3.0,13.44,1
58.0,881.0,51098.0,One year,Fiber,UPI,0.0,1.0,29.67,0
32.0,656.0,20992.0,Month-to-month,DSL,Debit Card,1.0,1.0,23.56,0
37.0,507.0,18759.0,Month-to-month,Fiber,Credit Card,5.0,1.0,18.81,1
58.0,825.0,47850.0,Month-to-month,Fiber,Debit Card,1.0,2.0,17.17,1
28.0,986.0,27608.0,Month-to-month,Fiber,Net Banking,2.0,2.0,10.03,1
37.0,687.0,25419.0,Month-to-month,Fiber,Debit Card,3.0,2.0,15.16,1
52.0,567.0,29484.0,One year,Fiber,Debit Card,1.0,1.0,23.45,0
41.0,731.0,29971.0,One year,DSL,Debit Card,1.0,1.0,25.02,0
43.0,595.0,25585.0,Month-to-month,Fiber,Credit Card,1.0,0.0,29.88,0
45.0,873.0,39285.0,Month-to-month,Fiber,Net Banking,2.0,1.0,5.68,0
34.0,495.0,16830.0,Month-to-month,Fiber,Debit Card,4.0,2.0,25.24,1
32.0,985.0,31520.0,Month-to-month,Fiber,Net Banking,0.0,1.0,4.99,1
2.0,507.0,1014.0,One year,Fiber,Credit Card,3.0,3.0,20.41,1
10.0,673.0,6730.0,Month-to-month,DSL,Debit Card,3.0,2.0,22.2,1
17.0,823.0,13991.0,Two year,DSL,UPI,1.0,2.0,2.54,0
38.0,610.0,23180.0,Month-to-month,DSL,UPI,2.0,1.0,3.07,1
13.0,582.0,7566.0,Month-to-month,DSL,Debit Card,0.0,0.0,4.58,1
58.0,996.0,57768.0,One year,DSL,Net Banking,5.0,0.0,29.36,0
8.0,733.0,5864.0,Month-to-month,Fiber,UPI,0.0,1.0,4.78,1
25.0,626.0,15650.0,Month-to-month,Fiber,Net Banking,4.0,0.0,6.98,1
,,,,,,,,,1
48.0,796.0,38208.0,One year,Fiber,UPI,4.0,1.0,2.76,0
,,,,,,,,,1
,,,,,,,,,1
43.0,941.0,40463.0,One year,Fiber,Net Banking,3.0,2.0,27.74,0
32.0,680.0,21760.0,Month-to-month,Fiber,Credit Card,2.0,0.0,2.57,1
53.0,500.0,26500.0,Month-to-month,Fiber,Credit Card,5.0,1.0,9.19,1
2.0,794.0,1588.0,One year,Fiber,UPI,3.0,1.0,4.37,1
20.0,403.0,8060.0,Month-to-month,Fiber,UPI,0.0,1.0,9.95,0
56.0,572.0,32032.0,Month-to-month,DSL,Credit Card,0.0,3.0,18.81,1
43.0,806.0,34658.0,Month-to-month,DSL,Credit Card,1.0,2.0,11.63,1
7.0,656.0,4592.0,Two year,Fiber,UPI,5.0,1.0,27.74,0
22.0,404.0,8888.0,Month-to-month,DSL,Credit Card,1.0,1.0,3.12,1
35.0,627.0,21945.0,One year,Fiber,Net Banking,3.0,1.0,11.88,0
18.0,535.0,9630.0,Two year,Fiber,Credit Card,4.0,3.0,25.07,0
40.0,964.0,38560.0,Month-to-month,DSL,UPI,5.0,0.0,22.01,1
54.0,871.0,47034.0,Month-to-month,Fiber,Net Banking,2.0,1.0,10.34,0
4.0,964.0,3856.0,One year,Fiber,Credit Card,2.0,0.0,7.24,0
29.0,800.0,23200.0,Month-to-month,DSL,Net Banking,5.0,1.0,28.6,1
4.0,538.0,2152.0,Month-to-month,DSL,UPI,1.0,2.0,15.61,1
15.0,702.0,10530.0,Two year,DSL,Debit Card,4.0,1.0,11.09,0
22.0,436.0,9592.0,Month-to-month,Fiber,Credit Card,3.0,1.0,22.75,0
3.0,472.0,1416.0,Month-to-month,Fiber,Net Banking,2.0,1.0,11.62,1
48.0,841.0,40368.0,Month-to-month,Fiber,Credit Card,2.0,1.0,4.15,1
6.0,766.0,4596.0,Month-to-month,DSL,Net Banking,2.0,1.0,19.77,0
36.0,936.0,33696.0,Two year,Fiber,Credit Card,5.0,0.0,4.97,0
57.0,572.0,32604.0,Month-to-month,DSL,Credit Card,1.0,1.0,4.57,1
37.0,963.0,35631.0,Month-to-month,Fiber,Net Banking,1.0,2.0,3.16,1
22.0,654.0,14388.0,Month-to-month,Fiber,Net Banking,1.0,3.0,21.49,1
45.0,576.0,25920.0,Month-to-month,Fiber,Net Banking,2.0,2.0,3.47,1
28.0,560.0,15680.0,Two year,Fiber,Debit Card,2.0,1.0,5.44,0
26.0,931.0,24206.0,Month-to-month,Fiber,Debit Card,2.0,2.0,17.67,1
47.0,460.0,21620.0,Month-to-month,Fiber,Net Banking,6.0,0.0,23.94,1
38.0,876.0,33288.0,Two year,DSL,UPI,1.0,1.0,26.81,0
53.0,835.0,44255.0,Month-to-month,Fiber,Net Banking,2.0,1.0,29.85,0
51.0,436.0,22236.0,Month-to-month,Fiber,Debit Card,4.0,1.0,13.51,1
26.0,878.0,22828.0,Two year,Fiber,Debit Card,1.0,1.0,6.09,0
26.0,949.0,24674.0,Month-to-month,Fiber,Debit Card,3.0,0.0,29.82,0
2.0,828.0,1656.0,Month-to-month,Fiber,Net Banking,3.0,0.0,17.28,1
5.0,709.0,3545.0,One year,Fiber,UPI,1.0,2.0,6.68,1
35.0,746.0,26110.0,Two year,Fiber,Net Banking,2.0,2.0,15.19,0
13.0,607.0,7891.0,Month-to-month,DSL,Debit Card,2.0,2.0,18.4,1
3.0,726.0,2178.0,Month-to-month,Fiber,Net Banking,1.0,1.0,6.33,1
14.0,627.0,8778.0,Month-to-month,Fiber,Net Banking,1.0,0.0,7.39,0
32.0,718.0,22976.0,Month-to-month,Fiber,Debit Card,2.0,2.0,26.17,1
59.0,695.0,41005.0,Month-to-month,Fiber,Debit Card,3.0,1.0,5.05,0
6.0,432.0,2592.0,Month-to-month,Fiber,Net Banking,1.0,3.0,3.43,1
,,,,,,,,,1
27.0,657.0,17739.0,Month-to-month,DSL,Credit Card,2.0,1.0,22.28,0
1.0,784.0,784.0,Two year,Fiber,Credit Card,0.0,1.0,29.49,0
59.0,521.0,30739.0,Two year,Fiber,UPI,2.0,1.0,18.74,0
18.0,586.0,10548.0,Month-to-month,Fiber,Net Banking,0.0,1.0,6.25,0
,,,,,,,,,0
21.0,715.0,15015.0,Two year,Fiber,Credit Card,1.0,0.0,4.75,0
24.0,490.0,11760.0,Month-to-month,Fiber,Debit Card,0.0,0.0,26.16,0
15.0,574.0,8610.0,Month-to-month,Fiber,Net Banking,3.0,3.0,21.37,1
50.0,697.0,34850.0,Month-to-month,DSL,Net Banking,1.0,4.0,25.04,1
43.0,508.0,21844.0,Month-to-month,Fiber,Debit Card,2.0,2.0,1.52,1
36.0,931.0,33516.0,Month-to-month,DSL,Net Banking,3.0,2.0,13.51,1
10.0,892.0,8920.0,Month-to-month,DSL,Credit Card,2.0,0.0,3.34,1
1.0,696.0,696.0,Month-to-month,Fiber,Debit Card,5.0,3.0,26.85,1
39.0,618.0,24102.0,One year,DSL,UPI,0.0,0.0,26.22,0
